,vh,vv,vv_by_vh
26,"[0.14053326845169067, 0.12096991017460823, 0.0734013095498085, 0.15641184896230698, 0.09716016054153442, 0.08269628882408142, 0.16660986095666885, 0.12194393202662468, 0.09038437902927399, 0.047641368582844734, 0.3922606259584427, 0.23671509325504303, 0.018909575417637825, 0.02673290204256773, 0.02926682122051716, 0.3005748838186264, 0.13960012048482895, 0.15633020550012589]","[0.02524301502853632, 0.0250221099704504, 0.028369206935167313, 0.016413583420217037, 0.020134972408413887, 0.024568961933255196, 0.04825127311050892, 0.03068307414650917, 0.024971934966742992, 0.038407301530241966, 0.059531958773732185, 0.03499753773212433, 0.005044694058597088, 0.008212526794523, 0.003128797630779445, 0.010446547996252775, 0.029332006350159645, 0.03916803374886513]","[5.567214070618065, 4.834520762536268, 2.587358529886081, 9.529415055681895, 4.82544294428403, 3.365884527345385, 3.452963004211011, 3.974306206879805, 3.619438347474702, 1.2404247808279854, 6.589076422788953, 6.763764212982379, 3.748408763344613, 3.2551372691284386, 9.354015399591765, 28.772651398954373, 4.759310318507044, 3.9912701899327656]"
27,"[0.3049931824207306, 0.2894701808691025, 0.2511351704597473, 0.2232915386557579, 0.22885426878929138, 0.3994659334421158, 0.1706526279449463, 0.2117241695523262, 0.21050351113080978, 0.23302238434553146, 0.1562148630619049, 0.25640662014484406, 0.24969058483839035, 0.16073941439390182, 0.24231211841106415, 0.19500000029802322, 0.15436621755361557, 0.3101919889450073]","[0.0742315910756588, 0.032897718250751495, 0.041585903614759445, 0.04902895912528038, 0.041820600628852844, 0.03734256327152252, 0.03920578397810459, 0.04720528796315193, 0.03310317173600197, 0.0370145495980978, 0.04813864640891552, 0.05108836106956005, 0.045644376426935196, 0.03324725665152073, 0.03724266216158867, 0.033978432416915894, 0.05321457423269749, 0.031226258724927902]","[4.1086709580274725, 8.799095993914106, 6.038949466775943, 4.554278586359465, 5.472285556592422, 10.69733565255144, 4.352741116980376, 4.485179069717706, 6.359013354054916, 6.295426713972676, 3.2451029415104853, 5.0188852172362735, 5.470347157400216, 4.834666994593961, 6.506304983239892, 5.7389345660615, 2.9008259443850974, 9.933690477539702]"
28,"[0.009092376567423344, 0.016000660602003336, 0.012288987170904875, 0.015365204773843288, 0.02202601172029972, 0.010647859890013933, 0.02067098580300808, 0.019915243610739708, 0.0217713825404644, 0.023072589188814163, 0.014147212263196707, 0.016350234858691692, 0.013044873252511024, 0.01377401314675808, 0.02125696185976267, 0.019728992134332657, 0.008332557510584593, 0.011815971694886684]","[0.0037518086610361934, 0.003714980906806886, 0.0034291016636416316, 0.004962627310305834, 0.005888022016733885, 0.005354340188205242, 0.00685603148303926, 0.0055117562878876925, 0.006657099351286888, 0.005134230479598045, 0.0059616444632411, 0.004366850946098566, 0.005044653313234448, 0.00468818936496973, 0.005226196022704244, 0.0038617808604612947, 0.005019614938646555, 0.003463380504399538]","[2.4234648909073537, 4.307064020890563, 3.5837336936386532, 3.0961834957734053, 3.7408168070196277, 1.9886408998571796, 3.0150074214426867, 3.6132300795853878, 3.2704007243418656, 4.493874842685383, 2.3730385718952203, 3.7441705843656803, 2.5858810194723025, 2.9380240588568913, 4.067387018668209, 5.108780857124038, 1.6599993450556012, 3.4116874192358697]"
29,"[0.09533247351646423, 0.12302178516983986, 0.042508091777563095, 0.05220538377761841, 0.04899469576776028, 0.04219410941004753, 0.18273834884166718, 0.11530875787138939, 0.06914034858345985, 0.07279395312070847, 0.014920502435415983, 0.10650770366191864, 0.019342399202287197, 0.24407131969928741, 0.22921122610569, 0.15590820461511612, 0.17399413883686066, 0.1907379850745201]","[0.0175235727801919, 0.0292628426104784, 0.025145672261714935, 0.03326539881527424, 0.021769870072603226, 0.024047809652984142, 0.02613184228539467, 0.03399738296866417, 0.026893405243754387, 0.03546045161783695, 0.005162967601791024, 0.01579227950423956, 0.00746046332642436, 0.023442640900611877, 0.03709287568926811, 0.026201684027910233, 0.019482162781059742, 0.02711424231529236]","[5.440241822388246, 4.204027161933625, 1.6904734673681, 1.5693599246327878, 2.250573641659843, 1.7545926227344193, 6.992937843643781, 3.3916951189352127, 2.5709034596694194, 2.0528208130347783, 2.889908205164814, 6.744289425305943, 2.5926538816668367, 10.41142594531305, 6.179386791841714, 5.950312371107198, 8.93094574725631, 7.034605018888705]"
30,"[0.22627116739749908, 0.30728262662887573, 0.20001347362995148, 0.34028196334838867, 0.19956301152706146, 0.267716646194458, 0.28127723932266235, 0.33308809995651245, 0.27197501063346863, 0.30344411730766296, 0.2570348083972931, 0.35061904788017273, 0.2600667476654053, 0.3142203390598297, 0.27260449528694153, 0.27604779601097107, 0.27597591280937195, 0.42961540818214417]","[0.043722476810216904, 0.0932265892624855, 0.07221715897321701, 0.07360334694385529, 0.07834096252918243, 0.08607970178127289, 0.06185502931475639, 0.09494189918041229, 0.05330333858728409, 0.08317448943853378, 0.06048175320029259, 0.07633869349956512, 0.08367925137281418, 0.08409181237220764, 0.09312337636947632, 0.07783723622560501, 0.06317625194787979, 0.0746346190571785]","[5.1751681035742445, 3.296083542901066, 2.769611495020594, 4.623186002777239, 2.547364815089209, 3.110101924780381, 4.5473624770485666, 3.5083361806736715, 5.102401047321083, 3.648283498414609, 4.24979096664231, 4.592940117349141, 3.1079000277707562, 3.7366341644419068, 2.927347631870175, 3.5464747901745715, 4.368348933346841, 5.756248422103026]"
31,"[0.018531538546085358, 0.025873718783259392, 0.3035503625869751, 0.23272080719470978, 0.17947348952293396, 0.18248553574085236, 0.08276496082544327, 0.09524324536323547, 0.03888227418065071, 0.05104539543390274, 0.04497050866484642, 0.1078660860657692, 0.16423079371452332, 0.08426803350448608, 0.09193101525306702, 0.33177244663238525, 0.0986851155757904, 0.09989270567893982]","[0.0034836840350180864, 0.005454978905618191, 0.007347123231738806, 0.008271472528576851, 0.017829466611146927, 0.02597074955701828, 0.030669860541820526, 0.028282558545470238, 0.017807895317673683, 0.03457306697964668, 0.02138439193367958, 0.03409789130091667, 0.041589487344026566, 0.026037558913230896, 0.03762638568878174, 0.064483642578125, 0.009249023161828518, 0.017610112205147743]","[5.319523343622966, 4.7431381919023625, 41.315539839548244, 28.135353939783993, 10.066116583135903, 7.026579473195754, 2.698576366612016, 3.367561149395719, 2.18342895030731, 1.4764497307674032, 2.1029594296772887, 3.1634239523448002, 3.9488535253154913, 3.236402989439443, 2.4432592599633116, 5.145063668362518, 10.66978791696317, 5.672462759762509]"
32,"[0.06080876477062702, 0.05574623681604862, 0.0890161544084549, 0.04377244412899017, 0.09257020056247711, 0.10636663809418678, 0.12893375009298325, 0.10498395189642906, 0.10502887517213821, 0.08779338002204895, 0.012594334781169891, 0.022929701954126358, 0.22149201482534409, 0.29702338576316833, 0.25738171488046646, 0.35989561676979065, 0.09622523561120033, 0.09618184715509415]","[0.017922778613865376, 0.025798972696065903, 0.013766208197921515, 0.02860764693468809, 0.03426046669483185, 0.02513507381081581, 0.015107061248272657, 0.024689150042831898, 0.014164213091135025, 0.014698760118335485, 0.00981575483456254, 0.0060572747606784105, 0.009475099854171276, 0.03256037086248398, 0.03499378822743893, 0.02019006758928299, 0.023221378214657307, 0.021777874790132046]","[3.3928201692780102, 2.1607928917475614, 6.466279830192817, 1.530095929557704, 2.7019538696605445, 4.231801302625036, 8.534667859887412, 4.2522303001236565, 7.415087198728518, 5.972842560545905, 1.2830734868014035, 3.7854815672185635, 23.376219589689644, 9.122235954179452, 7.355068654117626, 17.82537949307438, 4.14382103946195, 4.4164937158457676]"
33,"[0.15475354343652725, 0.24820046871900558, 0.03406144678592682, 0.04579508677124977, 0.03318297676742077, 0.039712607860565186, 0.10959582403302193, 0.08408721163868904, 0.050236308947205544, 0.08046010136604309, 0.16895129531621933, 0.08926146104931831, 0.042141495272517204, 0.18570753186941147, 0.1909717321395874, 0.2828475832939148, 0.19398116320371628, 0.15843871980905533]","[0.017789272591471672, 0.028513949364423752, 0.02121660578995943, 0.027335064485669136, 0.015819115564227104, 0.020310661755502224, 0.043305957689881325, 0.0296492176130414, 0.01801719143986702, 0.030145819298923016, 0.04930741526186466, 0.029874693602323532, 0.009128274396061897, 0.007609848631545901, 0.010554924607276917, 0.01827981509268284, 0.02066931501030922, 0.02749412041157484]","[8.699262021018072, 8.704527932867835, 1.6054145098951735, 1.6753238974526148, 2.097650569192364, 1.9552591805536277, 2.5307331803593756, 2.8360684836993046, 2.7882430574638066, 2.6690301752361925, 3.4264885802458527, 2.9878619756748206, 4.6165894498852715, 24.403577634853157, 18.093140334505577, 15.473219059373026, 9.384982671509164, 5.762640064031788]"
34,"[0.03453241288661957, 0.0455853883177042, 0.09993799030780792, 0.05446501635015011, 0.1170918345451355, 0.046508489176630974, 0.15485485643148422, 0.2201961725950241, 0.011831249576061964, 0.027768250554800034, 0.04393713176250458, 0.05913124047219753, 0.21065770089626312, 0.08899334818124771, 0.0980592742562294, 0.14632945507764816, 0.06728516519069672, 0.051726169884204865]","[0.016724362038075924, 0.015466231852769852, 0.035822996869683266, 0.013952493667602539, 0.027192503213882446, 0.016913498751819134, 0.06822139769792557, 0.09711554646492004, 0.0066460720263421535, 0.004915865371003747, 0.007778726285323501, 0.005124834133312106, 0.005998478038236499, 0.02991871815174818, 0.03167257457971573, 0.016164539381861687, 0.012343994807451963, 0.02517523244023323]","[2.0647970193422336, 2.9474140017848174, 2.789771907452687, 3.903604448616736, 4.306033674948955, 2.7497852371691427, 2.2698868926309457, 2.2673627509737906, 1.7801867823833402, 5.648700372998654, 5.64837097371621, 11.538176443182145, 35.1185249914151, 2.9745040455901934, 3.096031047600094, 9.052497669178573, 5.45084198756121, 2.0546451758490956]"
35,"[0.1959625482559204, 0.1997772455215454, 0.23338736593723297, 0.14421027898788452, 0.13772648572921753, 0.14303027093410492, 0.13942551612854004, 0.10043107718229294, 0.18801170587539673, 0.14859364926815033, 0.11654713749885559, 0.15828964114189148, 0.14606758952140808, 0.14252550899982452, 0.11360397189855576, 0.1573238968849182, 0.14689697325229645, 0.16929730772972107]","[0.049171607941389084, 0.02721450850367546, 0.05233949422836304, 0.02589363604784012, 0.05885009840130806, 0.03656898811459541, 0.046143729239702225, 0.03466396778821945, 0.04209858551621437, 0.03263293579220772, 0.03443518280982971, 0.03971332684159279, 0.044374749064445496, 0.036631952971220016, 0.02346566691994667, 0.03641238808631897, 0.03449195250868797, 0.02925102598965168]","[3.9852784250924076, 7.340836065239409, 4.4591062519430915, 5.569332894053464, 2.3402932105574235, 3.91124497308742, 3.0215485056326536, 2.89727586281754, 4.465986293125777, 4.553487011230917, 3.384536627625702, 3.9858066228818347, 3.2916826033038284, 3.8907428471476813, 4.841284600438449, 4.320614635655514, 4.258876710887719, 5.787739130573213]"
36,"[0.4556741714477539, 0.47193001210689545, 0.44101694226264954, 0.3643563836812973, 0.32535770535469055, 0.4965149164199829, 0.25616446137428284, 0.3366943448781967, 0.3038092702627182, 0.2770983427762985, 0.24408820271492004, 0.4578103572130203, 0.3267955482006073, 0.2922315150499344, 0.2835647761821747, 0.22249490767717361, 0.45523667335510254, 0.44273704290390015]","[0.07976215332746506, 0.07470165193080902, 0.06205747462809086, 0.06110627017915249, 0.08693916723132133, 0.04809051379561424, 0.06752929463982582, 0.05144057609140873, 0.049369653686881065, 0.05047379434108734, 0.06794804334640503, 0.054446397349238396, 0.06006203778088093, 0.04880165867507458, 0.052853748202323914, 0.033593038097023964, 0.04814791679382324, 0.07031455636024475]","[5.712912107286959, 6.317531137651569, 7.106588608473915, 5.962667703544506, 3.742360500060953, 10.324591634229204, 3.7933827495246524, 6.545306652085283, 6.153765472806001, 5.48994476031954, 3.592277138438515, 8.408460054325785, 5.440966711666142, 5.9881471856445625, 5.365083571683317, 6.623244585219121, 9.45496095510208, 6.296520462073482]"
37,"[0.1375381201505661, 0.05347767844796181, 0.012787286192178726, 0.012488182634115219, 0.011602034792304039, 0.009911307133734226, 0.009918940253555775, 0.015021431259810925, 0.010882709175348282, 0.02137378603219986, 0.011831799522042274, 0.02402062714099884, 0.008364556357264519, 0.015993045642971992, 0.014579201117157936, 0.01255794707685709, 0.024188119918107986, 0.01037511695176363]","[0.04390662908554077, 0.010913767851889133, 0.004131020046770573, 0.004589686635881662, 0.004378410987555981, 0.005558907985687256, 0.005333493463695049, 0.00540948798879981, 0.00416423799470067, 0.005603048484772444, 0.004946419503539801, 0.0044447630643844604, 0.005344677250832319, 0.005017136223614216, 0.005037334281951189, 0.004486762452870607, 0.004442915786057711, 0.0036870406474918127]","[3.13251376876618, 4.90001978910565, 3.095430679929814, 2.7209227175737856, 2.6498277172422933, 1.7829593796575276, 1.8597454597204894, 2.7768674763512493, 2.613373488546382, 3.8146709046491343, 2.3919927360740627, 5.404253678553588, 1.5650255318900534, 3.1876841548964387, 2.894229427932813, 2.7988883317909066, 5.444199503851185, 2.8139415709510884]"
38,"[0.1788400188088417, 0.12121368944644928, 0.16145183145999908, 0.10296475142240524, 0.1785767376422882, 0.09972842782735825, 0.19125162810087204, 0.1413123458623886, 0.2381095439195633, 0.1156962513923645, 0.14157357066869736, 0.08282649517059326, 0.07080749049782753, 0.1645234376192093, 0.13498587906360626, 0.10206646099686623, 0.22291992604732513, 0.10765247792005539]","[0.0581253245472908, 0.027200929820537567, 0.04649532400071621, 0.026318784803152084, 0.043731968849897385, 0.024976639077067375, 0.029737445525825024, 0.02564241550862789, 0.05226685293018818, 0.020430300384759903, 0.035460202023386955, 0.020508792251348495, 0.034957319498062134, 0.04670950770378113, 0.027250374667346478, 0.034809403121471405, 0.045409658923745155, 0.0352127980440855]","[3.0768003482429993, 4.456233306955893, 3.4724315816685585, 3.9122152558530594, 4.083436953301206, 3.9928681965431125, 6.431340174622011, 5.510882772133589, 4.555651059335858, 5.6629735840139075, 3.9924637365383813, 4.038584727735357, 2.0255411889276225, 3.522268713739647, 4.953542133325486, 2.9321520004434896, 4.909086113632052, 3.0571974935157753]"
39,"[0.25807560980319977, 0.20277774333953857, 0.22011078149080276, 0.1713448464870453, 0.22861523181200027, 0.15456108003854752, 0.03573734685778618, 0.04857446625828743, 0.056186459958553314, 0.06366452947258949, 0.07852709293365479, 0.10695736855268478, 0.08782612159848213, 0.07899744063615799, 0.24702080339193344, 0.07305951416492462, 0.03740728087723255, 0.07369015365839005]","[0.008558730594813824, 0.010481612291187048, 0.019425276666879654, 0.02425553184002638, 0.014977014157921076, 0.014766851905733347, 0.020456895232200623, 0.020008079707622528, 0.019334159791469574, 0.027251286432147026, 0.024654805660247803, 0.024692975915968418, 0.02387126162648201, 0.020377404987812042, 0.08010279387235641, 0.017289891839027405, 0.004660751670598984, 0.013472686521708965]","[30.153491448788106, 19.34604502687381, 11.33115297482967, 7.0641554106965705, 15.264406469903065, 10.46675899678644, 1.7469584925836168, 2.4277425404189037, 2.9060719764684757, 2.336202719497584, 3.185062336965325, 4.331489607274016, 3.6791570957879602, 3.8767174075112734, 3.0837975986900084, 4.225562244409875, 8.02601887442441, 5.469596100202493]"
40,"[0.057640112936496735, 0.06319931894540787, 0.03803306072950363, 0.035661134868860245, 0.12308752536773682, 0.09607396274805069, 0.08249539881944656, 0.07799442112445831, 0.08698827773332596, 0.22454789280891418, 0.04644903540611267, 0.13640928268432617, 0.04950245842337608, 0.3290292024612427, 0.2657271921634674, 0.2805878520011902, 0.12443836033344269, 0.2409391701221466]","[0.01717476174235344, 0.023457560688257217, 0.015866702422499657, 0.022299373522400856, 0.037673208862543106, 0.021344361826777458, 0.027822040021419525, 0.03243273124098778, 0.06605708599090576, 0.08380885422229767, 0.013860583305358887, 0.02393054962158203, 0.006450077518820763, 0.016835685819387436, 0.021284334361553192, 0.023286180570721626, 0.02377423271536827, 0.022104796022176743]","[3.3560938894630845, 2.6941982495667274, 2.397036240849336, 1.599198956555296, 3.2672429316239526, 4.501140091596536, 2.965109630923373, 2.404805828560336, 1.316865199674443, 2.679286035975568, 3.351160220519304, 5.700215199458016, 7.674707517689862, 19.54355801070742, 12.484637181957725, 12.049543769061948, 5.234169355673992, 10.899859464001533]"
